epoch,trainLoss,trainAcc,secondOrderAcc,vocabSize50,vocabSize80
0,4.014534968270196,0.04666666517655055,0.2205,2,0
1,3.8644002840254044,0.0422222207321061,0.332,1,1
2,3.8031935766008167,0.05777777655257119,0.356,1,1
3,3.7476191171010336,0.10444444335169262,0.336,2,1
4,3.6943833859761557,0.10222222099701564,0.399,2,1
5,3.647828221850925,0.11333333250549105,0.413,3,2
6,3.603541194068061,0.07999999877479341,0.4185,3,2
7,3.529519812266032,0.13555555446280373,0.492,4,1
8,3.502493987613254,0.14666666448116303,0.5125,3,2
9,3.4122709051767983,0.19333333048555587,0.5295,4,3
10,3.3585533661312525,0.22444444172912173,0.5265,6,3
11,3.265883706410726,0.22444444278875986,0.5815,8,4
12,3.196809326807658,0.2288888881603877,0.593,7,4
13,3.092529467476739,0.29111111104488374,0.6385,9,4
14,3.0785096995035808,0.2622222213612662,0.579,6,4
15,2.9805055120256214,0.3311111062102848,0.6595,10,6
16,2.815647423002455,0.34444444007343716,0.6745,10,4
17,2.7553548251258,0.34666666203074986,0.701,10,6
18,2.6368369081285263,0.353333328432507,0.7325,8,5
19,2.6175784492492675,0.373333330684238,0.693,10,7
20,2.65745318836636,0.4577777777777778,0.6225,13,7
21,2.3669035296969945,0.4644444333182441,0.7465,14,8
22,2.364110762278239,0.4622222222222222,0.7445,12,9
23,2.2575124687618677,0.5000000007947286,0.7685,14,8
24,2.1345739534166124,0.5666666701104905,0.791,19,9
25,1.9923582760492962,0.6088888809416029,0.801,22,9
26,2.059579257965088,0.6000000058280097,0.7615,19,12
27,2.178430231942071,0.5933333245913187,0.6865,18,13
28,1.8884052509731717,0.6266666727595859,0.8015,21,11
29,1.7951206244362725,0.6622222150696648,0.8455,19,14
30,1.9251046488020156,0.6644444370269775,0.7785,23,15
31,1.703841160668267,0.715555550257365,0.8425,25,14
32,1.8488267469406128,0.7066666746139526,0.7515,22,16
33,1.6573896280924478,0.6933333399560716,0.8495,22,13
34,1.4959539561801487,0.7088888838556078,0.814,25,14
35,1.7559258535173203,0.5688888936572605,0.7615,17,8
36,1.5531682607862685,0.784444440735711,0.8385,28,18
37,1.4628411859936183,0.6866666616333855,0.833,24,13
38,1.3156747918658787,0.8155555658870273,0.8675,29,19
39,1.3777447499169244,0.7911111201180352,0.849,27,17
40,1.4134794759750366,0.8066666632228428,0.798,29,18
41,1.265723688337538,0.7999999970859951,0.8725,28,19
42,1.2635542848375108,0.8355555656221177,0.8755,28,23
43,1.1972995074590047,0.8288888981607225,0.874,28,22
44,1.096298147307502,0.8711111219724019,0.882,30,22
45,1.1899765374925402,0.8822222203678555,0.844,30,27
46,1.0829199041260613,0.8577777761883206,0.888,28,21
47,1.12983084625668,0.8688888870345222,0.835,28,23
48,1.078226752281189,0.8799999984105428,0.8665,30,25
49,1.0075498506757947,0.8577777883741591,0.8975,28,23
50,1.094039896859063,0.9066666780577766,0.854,30,27
51,0.9989758483568827,0.891111122502221,0.867,30,25
52,1.018384924729665,0.8466666780577765,0.8975,27,24
53,0.9177687369452583,0.8733333444595337,0.9155,29,23
54,0.87856713242001,0.8977777764532301,0.8715,29,25
55,0.9735345172882081,0.8644444561004638,0.875,29,24
56,0.9668883334265815,0.9155555539660983,0.8945,30,26
57,0.95771287255817,0.926666665871938,0.8455,30,29
58,0.8339877104759217,0.9244444433848064,0.9005,30,28
59,0.8238536477088928,0.9377777767181397,0.913,30,28
60,0.8942258127530416,0.9288889010747273,0.9145,30,28
61,0.9698830895953708,0.9222222208976746,0.8235,30,28
62,0.7917168235778809,0.9488888880941603,0.9105,30,30
63,0.7816442073716058,0.9333333455191718,0.925,30,28
64,0.8204841592576768,0.920000011920929,0.911,29,29
65,0.804529333114624,0.9222222336133321,0.9205,30,26
66,0.7302985896004571,0.915555554760827,0.9315,29,26
67,0.7424708316061231,0.9600000121858385,0.9035,30,30
68,0.7034316804673937,0.9533333455191718,0.9355,30,30
69,0.8263038645850288,0.8933333322736952,0.909,30,24
70,0.7719935104582045,0.9422222341431512,0.921,30,30
71,0.6662660858366225,0.9644444439146254,0.932,30,30
72,0.6798204885588752,0.946666665871938,0.928,30,30
73,0.7122364277309842,0.951111110051473,0.934,30,29
74,0.6588830669720968,0.9688889013396369,0.936,30,30
75,0.6174583440356785,0.9644444566302829,0.94,30,30
76,0.6444147131178114,0.975555555290646,0.9305,30,30
77,0.657807494799296,0.9733333330684238,0.9145,30,30
78,0.6711196486155192,0.9666666791174147,0.906,30,30
79,0.6082391230265299,0.9622222216924031,0.9445,30,29
80,0.6282722171147664,0.9688889008098178,0.916,30,29
81,0.5473924816979302,0.9755555680063036,0.9475,30,30
82,0.5954428948296441,0.9711111108462016,0.936,30,30
83,0.551008772585127,0.9777777904934354,0.943,30,30
84,0.5499028405878279,0.9799999997350904,0.9395,30,30
85,0.5472074474228753,0.9866666793823242,0.944,30,30
86,0.8614100416501363,0.8377777894337972,0.8635,28,19
87,0.5853480013211568,0.9800000127156575,0.9245,30,30
88,0.6006745229827033,0.9866666793823242,0.875,30,30
89,0.5975004492865669,0.9422222216924031,0.9455,30,28
90,0.5713358373112148,0.9733333330684238,0.916,30,29
91,0.5373009366459317,0.9644444439146254,0.9615,30,29
92,0.547307360039817,0.98,0.9405,30,30
93,0.49964571634928384,0.9777777904934354,0.948,30,30
94,0.5388810761769612,0.9777777775128682,0.947,30,30
95,0.5294406204753452,0.9800000127156575,0.9455,30,30
96,0.5177050775951809,0.9622222216924031,0.937,30,29
97,0.5675072313679589,0.9533333455191718,0.943,30,29
98,0.49969506912761263,0.9800000127156575,0.946,30,30
