epoch,trainLoss,trainAcc,secondOrderAcc,vocabSize50,vocabSize80
0,3.980013082292345,0.03333333197567198,0.2755,1,1
1,3.8259112315707737,0.051111111111111114,0.2155,2,1
2,3.7445697922176784,0.057777777773638565,0.2215,1,1
3,3.6713064903683135,0.07333333278695742,0.397,2,1
4,3.6132557339138454,0.06666666652593348,0.386,2,0
5,3.546205774943034,0.1022222207321061,0.436,1,1
6,3.461280821694268,0.16444444441133074,0.435,5,2
7,3.447649940914578,0.19555555284023285,0.3785,6,3
8,3.3146859094831678,0.16444444401396646,0.5255,4,3
9,3.227119535870022,0.19333333075046538,0.5195,5,3
10,3.101034486558702,0.2599999949667189,0.563,7,4
11,2.990067696041531,0.22222221692403157,0.59,5,4
12,2.980825916926066,0.26444443808661566,0.58,8,5
13,2.9002273665534126,0.2977777740690443,0.578,10,4
14,2.8861568588680693,0.3222222182485792,0.5525,11,4
15,2.841136826409234,0.33999999814563325,0.5325,11,6
16,2.7633520476023357,0.3711111084620158,0.5375,11,6
17,2.584313908682929,0.43555554416444564,0.6315,13,9
18,2.617823322084215,0.4177777773804135,0.5835,14,7
19,2.3308707968393962,0.399999987549252,0.7255,12,7
20,2.5174756908416747,0.4733333224720425,0.5905,15,10
21,2.3279330401950413,0.5200000031789144,0.6585,17,8
22,2.238692510392931,0.5022222240765889,0.6905,14,8
23,2.2642891777886285,0.5422222140100267,0.6265,17,11
24,2.0734859381781683,0.5400000068876478,0.7435,16,11
25,2.0752843464745414,0.5977777706252204,0.6565,20,10
26,1.9975164620081585,0.48888887961705524,0.7425,13,11
27,2.108465107811822,0.6200000068876479,0.6395,21,12
28,1.9120936473210652,0.5533333261807759,0.744,18,9
29,1.8234123441908094,0.6777777857250638,0.7305,22,14
30,2.050890151659648,0.45111110316382513,0.677,12,9
31,1.7361547830369737,0.6577777735392253,0.797,22,12
32,1.6458037980397542,0.7088888849152459,0.7915,24,16
33,1.6936671362982856,0.6977777857250638,0.7365,23,15
34,1.5897601042853462,0.6755555635028415,0.7865,19,16
35,1.5121814367506239,0.7066666748788621,0.8185,22,16
36,1.5765926032596165,0.6866666621632046,0.7055,24,13
37,1.4503170500861273,0.7755555642975701,0.802,26,19
38,1.5231787872314453,0.7377777867847019,0.759,26,15
39,1.3459548870722453,0.7333333290947808,0.799,24,18
40,1.3795252413219876,0.7866666754086812,0.778,27,19
41,1.4651651287078857,0.7511111079321967,0.744,26,17
42,1.4224966388278537,0.7977777867847019,0.7185,28,19
43,1.3683401425679524,0.8066666767332289,0.774,29,19
44,1.4437651581234403,0.8066666632228428,0.668,27,19
45,1.1561547719107734,0.8111111076672872,0.8515,27,21
46,1.2084954155815972,0.78444444126553,0.839,27,20
47,1.2138965516620213,0.8377777751286825,0.7995,29,20
48,1.09843618578381,0.8244444539811876,0.835,28,21
49,1.147539505428738,0.8155555645624797,0.835,28,19
50,1.1672151165538365,0.7644444407357109,0.8265,26,18
51,1.0431269828478495,0.8422222328186035,0.856,29,23
52,1.1582995173666213,0.7400000092718336,0.797,24,16
53,1.0110077306959364,0.8799999978807237,0.8385,30,25
54,0.9891110597716437,0.8399999970859952,0.8595,29,23
55,1.0341054606437683,0.8488888865047031,0.8245,29,21
56,1.1415675041410658,0.8577777759234111,0.786,29,23
57,1.148172093762292,0.8644444545110067,0.731,28,23
58,0.9429757316907247,0.8466666640175713,0.864,27,24
59,0.9482422179645962,0.833333343664805,0.8715,27,22
60,1.1038856093088787,0.7422222193082174,0.7885,25,17
61,0.9099611266454061,0.8911111089918349,0.863,29,27
62,0.8626353634728325,0.8733333441946242,0.8495,29,25
63,0.8982817321353489,0.8733333444595337,0.867,29,25
64,0.9337576731046041,0.8866666769981384,0.8185,30,25
65,0.8672241671880087,0.8777777756585016,0.854,29,24
66,0.9704979827668931,0.8888888997501797,0.719,29,26
67,0.8238135804070367,0.882222233083513,0.873,28,27
68,0.8444934617148505,0.8933333320087856,0.8185,29,27
69,0.814352175924513,0.8844444555706448,0.8555,29,27
70,0.9573563872443305,0.9022222203678555,0.683,29,27
71,0.7855635054906209,0.9000000119209289,0.865,30,25
72,0.8057488981882731,0.9200000116560194,0.847,30,27
73,0.7679662058088514,0.9155555669466654,0.824,30,27
74,0.8080856333838569,0.8777777883741591,0.8545,28,26
75,0.7821819035212199,0.9066666656070286,0.8465,30,25
76,0.7271636454264323,0.9266666656070285,0.8155,30,26
77,0.7177038929197523,0.906666665342119,0.8725,30,26
78,0.7502356523937649,0.9155555666817559,0.862,30,27
79,0.8151666519376967,0.9177777891688876,0.738,30,29
80,0.7031413361761305,0.9177777769830492,0.8815,30,27
81,0.6674081712298923,0.9333333325386047,0.878,30,28
82,0.6689339412583245,0.9222222211625841,0.881,30,28
83,0.7548114344808791,0.9222222208976746,0.811,29,28
84,0.6835312816831801,0.9399999997350905,0.8595,30,30
85,0.6946048996183607,0.9377777896987067,0.8485,30,29
86,0.6769084877438015,0.9088888880941602,0.878,29,28
87,0.6983384399943882,0.9333333322736952,0.8655,30,29
88,0.6569647388988071,0.9422222216924031,0.8865,30,30
