epoch,trainLoss,trainAcc,secondOrderAcc,vocabSize50,vocabSize80
0,4.097313626607259,0.028888888888888888,0.171,1,0
1,3.8533645915985106,0.03333333333333333,0.2305,0,0
2,3.797383712132772,0.031111110829644732,0.283,0,0
3,3.754621607462565,0.024444444030523302,0.2265,1,0
4,3.7161183823479544,0.03999999986340602,0.2415,1,0
5,3.6753532706366645,0.04444444443616602,0.225,1,0
6,3.635085048675537,0.06444444430785047,0.286,1,1
7,3.597639322280884,0.11333333250549105,0.236,4,0
8,3.55745262781779,0.0622222222139438,0.2365,2,1
9,3.5142406378852,0.07999999943706725,0.337,2,1
10,3.450477739969889,0.1111111104157236,0.3385,3,2
11,3.411227838728163,0.18666666554080116,0.362,5,3
12,3.3637977748446994,0.18888888723320432,0.327,4,2
13,3.2639262676239014,0.21111111011770037,0.3685,5,1
14,3.2041786999172635,0.25777777168485855,0.375,8,3
15,3.1170670636494955,0.28222221732139585,0.4225,6,1
16,2.9510347504085965,0.28666666044129263,0.5725,7,2
17,2.810952370961507,0.3088888830608792,0.5835,12,3
18,2.7162927055358885,0.35777777247958714,0.5805,12,3
19,2.6887507258521186,0.37111110779974193,0.604,13,4
20,2.5492391713460285,0.38444444139798484,0.592,12,5
21,2.6383163409762913,0.49333333240614996,0.5525,16,6
22,2.3551247183481854,0.45777777512868245,0.6105,15,8
23,2.2570002100202773,0.48666666560702854,0.643,15,10
24,2.179329039255778,0.553333322736952,0.653,18,12
25,2.130516046947903,0.6288888796170553,0.6525,20,14
26,2.22043106396993,0.6244444341129727,0.556,22,13
27,2.1307705879211425,0.6333333378367954,0.658,20,16
28,1.854322027100457,0.6799999915228949,0.698,23,16
29,1.821608920097351,0.6844444489479065,0.6925,22,17
30,1.8328913932376438,0.6777777693006728,0.701,23,16
31,1.738365075853136,0.6622222254011366,0.6825,22,13
32,1.7261329465442234,0.7377777836057875,0.709,26,18
33,1.5889661237928603,0.7355555611186557,0.7025,24,19
34,1.5698013194402058,0.7511111034287347,0.7,25,18
35,1.571095003022088,0.71555554734336,0.6965,24,18
36,1.357124579217699,0.7555555491977268,0.702,24,18
37,1.3421225187513564,0.7955555491977268,0.744,26,19
38,1.3309829817877876,0.7377777828110589,0.74,25,18
39,1.359689679145813,0.7577777716848585,0.7475,23,19
40,1.3185738616519505,0.7488888817363315,0.7435,25,18
41,1.150264137585958,0.8311111068725586,0.753,28,22
42,1.200371576415168,0.8022222296396891,0.7055,26,22
43,1.143861952887641,0.8266666754086812,0.7445,28,22
44,1.2757406372494167,0.804444440735711,0.7905,26,21
45,1.17475205845303,0.8733333433998955,0.7555,28,23
46,1.0353760078218248,0.8755555526415507,0.781,29,24
47,0.9780031352572971,0.8622222314940559,0.7515,28,25
48,1.1292665227254233,0.8577777743339539,0.7255,29,23
49,1.0242639382680256,0.9000000111262003,0.7925,30,24
50,0.9008075923389859,0.8733333304193285,0.7645,29,25
51,1.0375625377231175,0.8999999970859951,0.7325,29,26
52,0.873629576894972,0.9044444420602586,0.7945,30,25
53,1.0248994980918036,0.9022222328186035,0.75,28,25
54,0.8612752821710374,0.9088888997501797,0.807,29,26
55,0.8068166642718845,0.8955555534362794,0.7665,30,25
56,0.8877221171061198,0.9088888994852702,0.767,29,27
57,0.9904725911882188,0.9199999986754523,0.745,29,26
58,0.9565654765235053,0.9155555534362793,0.7615,30,26
59,0.8128278080622355,0.9422222341431512,0.795,30,27
60,0.7924788681666056,0.9622222216924031,0.7995,30,28
61,0.7162656100591024,0.9444444433848063,0.809,30,29
62,0.8540255546569824,0.9400000116560194,0.766,30,28
63,0.7361987739139133,0.9400000111262004,0.8075,30,27
64,0.7973954876263937,0.9533333325386047,0.757,30,29
65,0.7250225989023844,0.9333333449893527,0.7935,29,28
66,0.7148564743995667,0.926666677792867,0.8145,30,27
67,0.7061257762379116,0.9400000116560194,0.7935,30,27
68,0.6857180399364895,0.9511111227671305,0.7895,30,28
69,0.6358903381559584,0.9733333457840814,0.8145,30,30
70,0.7371871638298034,0.9577777899636163,0.78,30,29
71,0.5967458338207668,0.9622222216924031,0.819,30,29
72,0.6634570201237996,0.9444444439146253,0.8165,29,28
73,0.622176423072815,0.9733333330684238,0.797,30,30
74,0.5809011856714884,0.9800000127156575,0.807,30,30
75,0.5741673379474216,0.951111110581292,0.793,30,28
76,0.595049671596951,0.9488889008098178,0.8,30,28
77,0.5857927062776354,0.9822222219573127,0.8025,30,30
78,0.5403442398707072,0.9688888883590698,0.8155,30,29
79,0.575157909128401,0.975555555290646,0.832,30,29
80,0.611309768623776,0.9666666788525051,0.771,30,29
81,0.5391372468736436,0.9822222346729702,0.8385,30,30
82,0.5332288283771939,0.980000012450748,0.8285,30,30
83,0.5497885892126295,0.9777777902285258,0.827,30,30
84,0.6010034561157227,0.9644444568951924,0.8195,30,29
85,0.5419672192467584,0.9777777904934354,0.807,30,29
86,0.5662423986858792,0.9822222349378797,0.793,30,30
87,0.5926834477318658,0.980000012450748,0.7855,30,30
88,0.471424902677536,0.9844444441795349,0.8375,30,30
89,0.5050974836614397,0.995555568271213,0.788,30,30
90,0.5269019847446018,0.975555555290646,0.8225,30,30
91,0.5147185517681969,0.9666666658719381,0.827,30,30
92,0.5432331604427761,0.980000012450748,0.8045,30,30
93,0.483911075062222,0.9911111108462016,0.809,30,30
94,0.4595701837539673,0.9777777904934354,0.829,30,30
95,0.5014382269647386,0.9888889016045465,0.813,30,30
96,0.5370273892084757,0.9822222219573127,0.789,30,30
97,0.4576295163896349,0.9888888886239794,0.847,30,30
98,0.4725814117325677,0.980000012450748,0.845,30,30
99,0.45434970921940276,0.984444457160102,0.8475,30,30
100,0.4828205585479736,0.9666666788525051,0.804,30,29
