epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,6,1,1,1,1
1,4,1,1,1,1
2,4,1,1,2,1
3,4,2,1,3,1
4,2,2,1,3,1
5,2,3,1,3,1
6,3,3,2,3,1
7,2,3,2,3,1
8,3,5,2,3,1
9,4,6,2,3,1
10,5,7,3,3,1
11,6,11,7,4,1
12,6,12,7,4,1
13,6,13,7,4,1
14,6,16,8,4,1
15,6,18,11,4,1
16,6,23,11,4,1
17,6,25,12,4,1
18,6,28,14,4,1
19,7,29,14,4,1
20,7,32,17,4,1
21,7,32,20,4,1
22,7,34,23,4,1
23,8,35,24,4,1
24,7,35,24,4,1
25,7,36,25,4,1
26,8,37,25,4,1
27,7,37,25,4,1
28,7,37,25,4,1
29,8,37,28,4,1
30,7,37,29,4,1
31,7,37,31,4,1
32,8,38,31,4,1
33,7,38,31,4,1
34,7,40,33,4,1
35,7,40,35,4,1
36,7,40,35,4,1
37,8,42,36,4,1
38,8,44,37,4,1
39,8,45,37,4,1
40,8,45,38,4,1
41,9,46,39,4,1
42,8,46,39,4,1
43,9,46,40,4,1
44,8,46,41,4,1
45,9,46,41,4,1
46,8,46,42,4,1
47,9,46,42,4,1
48,7,47,42,4,1
49,8,48,43,4,1
50,8,48,44,4,1
51,8,48,45,4,1
52,8,48,45,4,1
53,8,48,45,4,1
54,8,48,46,4,1
55,8,48,46,4,1
56,9,48,47,4,1
57,10,48,47,4,1
58,8,48,47,4,1
59,9,48,47,4,1
60,9,48,47,4,1
61,10,48,47,4,1
62,8,48,47,4,1
63,9,48,47,4,1
64,8,48,47,4,1
65,8,48,47,4,1
66,9,48,47,4,1
67,9,48,47,4,1
68,8,48,47,4,1
69,8,48,47,4,1
70,8,48,47,4,1
71,9,48,47,4,1
72,8,48,47,4,1
73,8,48,47,4,1
74,7,48,47,4,1
75,7,48,47,4,1
76,8,48,48,4,1
77,8,48,48,4,1
78,8,48,48,4,1
79,9,48,48,4,1
80,8,48,48,4,1
81,8,48,48,4,1
82,10,48,48,4,1
83,10,48,48,4,1
84,9,48,48,4,1
85,9,48,48,4,1
86,9,48,48,4,1
87,8,48,48,4,1
88,8,48,48,4,1
89,8,48,48,4,1
90,9,48,48,4,1
91,9,48,48,4,1
92,9,48,48,4,1
93,9,48,48,4,1
94,9,48,48,4,1
95,8,48,48,4,1
96,10,48,48,4,1
97,9,48,48,4,1
98,9,48,48,4,1
99,8,48,48,4,1
100,9,48,48,4,1
