epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,3,0,0,1,0
1,4,0,0,2,1
2,4,0,0,2,1
3,2,1,0,3,1
4,4,3,0,3,1
5,4,4,1,3,2
6,3,6,1,3,2
7,2,9,2,3,2
8,3,12,2,3,2
9,3,14,3,3,2
10,2,16,4,3,2
11,2,19,5,3,2
12,2,20,7,3,2
13,2,20,9,3,2
14,3,21,10,3,2
15,2,23,10,3,2
16,4,25,10,3,2
17,4,26,12,4,2
18,4,28,13,4,2
19,4,29,16,4,2
20,3,31,19,4,2
21,2,32,21,4,2
22,3,32,21,4,2
23,3,33,23,4,2
24,3,34,24,4,2
25,3,35,25,4,2
26,3,35,26,4,2
27,3,35,26,4,2
28,3,36,27,4,2
29,3,37,28,4,2
30,3,39,28,4,2
31,3,40,32,4,2
32,3,41,32,4,2
33,3,41,32,4,2
34,4,42,32,4,2
35,4,44,33,5,2
36,4,44,33,5,2
37,3,46,35,5,2
38,4,47,37,5,2
39,4,48,37,5,2
40,3,48,39,5,2
41,3,48,40,5,2
42,4,48,41,5,2
43,4,48,42,5,2
44,3,48,42,5,2
45,4,48,42,5,2
46,4,48,42,5,2
47,4,48,42,5,2
48,4,48,43,5,2
49,3,48,43,5,2
50,4,48,43,5,2
51,3,48,43,5,2
52,4,48,43,5,2
53,6,48,43,5,2
54,4,48,43,6,2
55,4,48,43,6,2
56,5,48,43,6,2
57,4,48,43,6,2
58,4,48,44,6,2
59,5,48,44,6,2
60,5,48,45,6,2
61,4,48,45,6,2
62,6,48,45,6,2
63,5,48,45,6,2
64,5,48,45,6,2
65,4,48,45,6,2
66,4,48,45,6,2
67,4,48,45,6,2
68,5,48,45,6,2
69,3,48,45,6,2
70,5,48,46,6,2
71,3,48,46,6,2
72,5,48,46,6,2
73,5,48,47,6,2
74,6,48,47,6,2
75,3,48,47,6,2
76,3,48,47,6,2
77,5,48,47,6,2
78,6,48,47,6,2
79,5,48,47,6,2
80,6,48,47,6,2
81,6,48,47,6,2
82,6,48,47,6,2
83,6,48,48,6,2
84,6,48,48,6,2
85,5,48,48,6,2
86,5,48,48,6,2
87,6,48,48,6,2
88,6,48,48,6,2
89,3,48,48,6,2
90,5,48,48,6,2
91,5,48,48,6,2
92,6,48,48,6,2
93,5,48,48,6,2
94,6,48,48,6,2
95,5,48,48,6,2
96,6,48,48,6,2
97,6,48,48,6,2
98,7,48,48,6,2
99,6,48,48,6,2
100,5,48,48,6,2
