epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,1,1,0,0,0
1,2,2,0,1,0
2,6,3,1,2,1
3,5,3,1,2,1
4,4,3,1,2,1
5,5,4,1,2,1
6,4,5,1,2,1
7,5,8,3,2,1
8,4,8,5,2,1
9,4,10,6,3,1
10,4,10,6,3,1
11,4,10,6,3,1
12,4,12,6,3,1
13,5,13,6,3,1
14,4,14,8,3,1
15,5,16,9,3,1
16,5,18,11,3,1
17,5,21,12,3,1
18,5,23,13,3,1
19,5,24,13,3,1
20,5,24,14,3,1
21,5,24,15,3,1
22,6,27,16,3,1
23,5,29,18,3,1
24,5,34,20,3,1
25,5,36,23,3,1
26,4,38,26,3,1
27,4,39,29,3,1
28,5,41,30,3,1
29,4,41,31,3,1
30,5,41,33,3,1
31,5,42,34,3,1
32,5,43,34,3,1
33,5,43,35,3,1
34,5,43,37,3,1
35,5,43,37,3,1
36,6,43,37,3,1
37,5,43,37,3,1
38,5,44,37,3,1
39,6,44,39,3,1
40,6,46,39,3,1
41,5,46,39,3,1
42,4,46,40,3,1
43,4,46,41,3,1
44,6,46,42,3,1
45,3,46,42,3,1
46,4,48,42,3,1
47,6,48,42,3,1
48,6,48,42,3,1
49,5,48,42,3,1
50,5,48,43,3,1
51,7,48,44,4,1
52,5,48,45,4,1
53,7,48,45,4,1
54,6,48,45,4,1
55,7,48,45,4,1
56,5,48,47,4,1
57,5,48,47,4,1
58,5,48,47,4,1
59,6,48,48,4,1
60,7,48,48,4,1
61,6,48,48,4,1
62,8,48,48,4,1
63,7,48,48,4,1
64,7,48,48,4,1
65,6,48,48,4,1
66,5,48,48,4,1
67,7,48,48,4,1
68,6,48,48,4,1
69,6,48,48,4,1
70,6,48,48,4,1
71,7,48,48,4,1
72,6,48,48,4,1
73,6,48,48,4,1
74,7,48,48,4,1
75,6,48,48,4,1
76,7,48,48,4,1
77,7,48,48,4,1
78,7,48,48,4,1
79,7,48,48,4,1
80,7,48,48,4,1
81,7,48,48,4,1
82,7,48,48,4,1
83,6,48,48,4,1
84,6,48,48,4,1
85,7,48,48,4,1
86,6,48,48,4,1
87,7,48,48,4,1
88,7,48,48,4,1
89,7,48,48,4,1
90,7,48,48,4,1
91,7,48,48,4,1
92,6,48,48,4,1
93,7,48,48,4,1
94,8,48,48,4,1
95,7,48,48,4,1
96,7,48,48,4,1
97,7,48,48,4,1
98,7,48,48,4,1
99,7,48,48,4,1
100,7,48,48,4,1
