epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,2,2,1,1,1
1,2,3,2,2,1
2,5,3,2,3,1
3,3,4,2,4,2
4,2,5,2,4,2
5,4,6,2,4,2
6,3,7,2,4,2
7,4,9,4,4,2
8,5,12,5,4,2
9,3,13,6,4,2
10,3,15,6,4,2
11,6,18,8,4,2
12,6,19,10,4,2
13,7,20,12,4,2
14,5,22,14,4,2
15,4,23,15,4,2
16,4,24,15,4,2
17,4,28,19,4,2
18,4,30,21,4,2
19,6,30,21,4,2
20,6,31,21,4,2
21,5,33,22,4,2
22,4,33,22,4,2
23,6,33,22,4,2
24,5,33,23,4,2
25,7,35,25,4,2
26,6,37,28,4,2
27,6,37,29,4,2
28,6,37,29,4,2
29,6,37,30,4,2
30,7,39,31,4,2
31,7,42,33,4,2
32,5,42,34,4,2
33,7,42,35,4,2
34,7,42,36,4,2
35,7,42,36,4,2
36,6,43,37,4,2
37,7,43,38,4,2
38,6,43,38,4,2
39,7,44,38,4,2
40,6,44,39,4,2
41,7,44,39,4,2
42,7,45,39,4,2
43,7,45,39,4,2
44,7,45,39,4,2
45,8,45,40,4,2
46,8,45,40,4,2
47,8,45,41,4,2
48,8,45,41,4,2
49,7,47,42,4,2
50,8,47,42,4,2
51,8,47,42,4,2
52,7,47,42,4,2
53,8,47,43,4,2
54,8,47,43,4,2
55,8,47,43,4,2
56,7,47,43,4,2
57,7,47,43,4,2
58,8,48,43,4,2
59,8,48,43,4,2
60,8,48,43,4,2
61,8,48,45,4,2
62,7,48,45,4,2
63,7,48,45,4,2
64,7,48,45,4,2
65,8,48,45,4,2
66,8,48,45,4,2
67,8,48,45,4,2
68,8,48,46,4,2
69,8,48,46,4,2
70,8,48,46,4,2
71,8,48,47,4,2
72,8,48,47,4,2
73,7,48,47,4,2
74,8,48,47,4,2
75,8,48,47,4,2
76,8,48,47,4,2
77,7,48,47,4,2
78,7,48,47,4,2
79,8,48,47,4,2
80,8,48,47,4,2
81,7,48,47,4,2
82,7,48,47,4,2
83,7,48,47,4,2
84,7,48,47,4,2
85,7,48,47,4,2
86,7,48,47,4,2
87,7,48,47,4,2
88,7,48,47,4,2
89,7,48,47,4,2
90,8,48,47,4,2
91,7,48,47,4,2
92,7,48,47,4,2
93,7,48,48,4,2
94,8,48,48,4,2
95,7,48,48,4,2
96,7,48,48,4,2
97,7,48,48,4,2
98,9,48,48,4,2
99,7,48,48,4,2
100,9,48,48,4,2
