epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,7,0,0,1,1
1,5,0,0,1,1
2,3,1,0,2,1
3,4,3,0,2,1
4,3,4,2,3,1
5,3,5,3,3,1
6,5,6,3,3,1
7,5,7,3,3,1
8,5,7,5,3,1
9,4,11,6,3,1
10,5,12,7,3,1
11,5,13,7,3,1
12,5,16,9,3,1
13,4,16,10,3,1
14,5,17,12,3,1
15,5,20,14,3,1
16,4,20,14,3,1
17,5,21,17,3,1
18,4,24,18,3,1
19,5,26,18,3,1
20,6,28,19,3,1
21,8,29,20,3,1
22,6,30,21,3,1
23,7,34,22,3,1
24,7,38,25,3,1
25,7,39,26,4,1
26,6,40,28,4,1
27,8,40,28,4,1
28,8,42,31,4,1
29,7,42,32,4,1
30,8,43,33,4,1
31,10,44,33,4,1
32,7,44,36,4,1
33,8,44,40,4,1
34,9,44,40,4,1
35,7,45,40,4,1
36,7,45,42,4,1
37,9,45,42,4,1
38,9,45,42,4,1
39,8,46,43,4,1
40,10,46,44,4,1
41,10,47,44,4,1
42,10,47,44,4,1
43,9,47,44,4,1
44,9,47,44,4,1
45,9,47,45,4,1
46,8,47,45,4,1
47,9,48,45,4,1
48,10,48,45,4,1
49,9,48,46,4,1
50,9,48,47,4,1
51,8,48,47,4,1
52,8,48,48,4,1
53,10,48,48,4,1
54,8,48,48,4,1
55,10,48,48,4,1
56,8,48,48,4,1
57,9,48,48,4,1
58,9,48,48,4,1
59,9,48,48,4,1
60,6,48,48,4,1
61,9,48,48,4,1
62,10,48,48,4,1
63,9,48,48,4,1
64,9,48,48,4,1
65,7,48,48,4,1
66,10,48,48,4,1
67,10,48,48,4,1
68,10,48,48,4,1
69,10,48,48,4,1
70,7,48,48,4,1
71,10,48,48,4,1
72,8,48,48,4,1
73,8,48,48,4,1
74,8,48,48,4,1
75,10,48,48,4,1
76,10,48,48,4,1
77,9,48,48,4,1
78,9,48,48,4,1
79,9,48,48,4,1
80,10,48,48,4,1
81,9,48,48,4,1
82,9,48,48,4,1
83,8,48,48,4,1
84,10,48,48,4,1
85,10,48,48,4,1
86,10,48,48,4,1
87,8,48,48,4,1
88,10,48,48,4,1
89,10,48,48,4,1
90,8,48,48,4,1
91,9,48,48,4,1
92,9,48,48,4,1
93,10,48,48,4,1
94,10,48,48,4,1
95,9,48,48,4,1
96,10,48,48,4,1
97,10,48,48,4,1
98,10,48,48,4,1
99,10,48,48,4,1
100,9,48,48,4,1
