epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,1,1,0,1,1
1,5,1,0,1,1
2,2,1,0,2,1
3,5,1,0,2,1
4,2,1,0,2,2
5,3,1,0,2,2
6,2,1,0,2,2
7,5,1,0,2,2
8,4,2,1,2,2
9,2,2,1,2,2
10,3,3,1,2,2
11,3,4,1,3,2
12,2,6,1,3,2
13,3,6,1,3,2
14,2,6,1,3,2
15,2,6,2,4,2
16,2,9,2,5,2
17,3,12,2,5,2
18,3,14,5,5,2
19,4,18,7,5,2
20,4,20,7,5,2
21,4,24,9,5,2
22,3,24,11,5,2
23,4,27,15,5,2
24,4,28,17,5,2
25,5,31,18,5,2
26,5,32,18,5,2
27,4,33,21,5,2
28,5,33,21,5,2
29,4,33,21,5,2
30,5,35,22,5,2
31,4,36,23,5,2
32,4,37,23,5,2
33,4,39,25,5,2
34,4,39,26,5,2
35,3,39,27,5,2
36,3,39,28,5,2
37,5,41,29,5,2
38,3,42,30,5,2
39,3,42,31,5,2
40,3,43,31,5,2
41,4,44,32,5,2
42,3,44,34,5,2
43,4,44,34,5,2
44,3,45,34,5,2
45,3,45,36,5,2
46,3,45,37,5,2
47,3,46,38,5,2
48,3,46,40,5,2
49,4,46,41,5,2
50,3,46,41,5,2
51,4,46,41,5,2
52,4,46,43,5,2
53,3,46,44,5,2
54,3,46,45,5,2
55,4,46,45,5,2
56,3,46,45,5,2
57,3,48,45,5,2
58,3,48,45,5,2
59,4,48,45,5,2
60,3,48,45,5,2
61,4,48,45,5,2
62,3,48,45,5,2
63,3,48,46,5,2
64,3,48,46,5,2
65,4,48,46,5,2
66,5,48,46,5,2
67,3,48,46,5,2
68,4,48,46,5,2
69,3,48,46,5,2
70,3,48,46,5,2
71,3,48,48,5,2
72,3,48,48,5,2
73,3,48,48,5,2
74,3,48,48,5,2
75,3,48,48,5,2
76,3,48,48,5,2
77,3,48,48,5,2
78,3,48,48,5,2
79,4,48,48,5,2
80,4,48,48,5,2
81,3,48,48,5,2
82,3,48,48,5,2
83,3,48,48,5,2
84,3,48,48,5,2
85,3,48,48,5,2
86,2,48,48,5,2
87,3,48,48,5,2
88,4,48,48,5,2
89,4,48,48,5,2
90,3,48,48,5,2
91,4,48,48,5,2
92,4,48,48,5,2
93,4,48,48,5,2
94,4,48,48,5,2
95,4,48,48,5,2
96,5,48,48,5,2
97,5,48,48,5,2
98,5,48,48,5,2
99,6,48,48,5,2
100,5,48,48,5,2
