epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,2,1,0,0,0
1,2,2,0,1,1
2,2,3,0,2,1
3,2,3,0,2,2
4,4,4,0,2,2
5,3,4,0,2,2
6,4,5,0,3,2
7,2,5,1,3,2
8,3,7,1,4,2
9,3,9,2,4,2
10,2,9,3,4,2
11,2,13,3,4,2
12,2,15,3,4,2
13,2,17,3,4,2
14,2,20,6,4,2
15,3,22,7,4,2
16,3,22,8,4,2
17,4,23,11,4,2
18,2,23,11,4,2
19,2,23,12,4,2
20,4,23,14,4,2
21,2,26,14,4,2
22,3,30,14,4,2
23,2,35,17,4,2
24,4,35,17,4,2
25,3,39,24,4,2
26,4,39,26,4,2
27,4,39,26,4,2
28,2,40,26,4,2
29,4,41,28,4,2
30,3,41,29,4,2
31,4,43,31,4,2
32,5,43,33,4,2
33,5,45,33,4,2
34,5,46,35,4,2
35,3,46,37,4,2
36,5,46,38,4,2
37,5,46,38,4,2
38,5,47,39,4,2
39,4,47,40,4,2
40,4,47,41,4,2
41,5,47,42,4,2
42,5,47,42,4,2
43,5,47,43,4,2
44,4,48,44,4,2
45,4,48,44,4,2
46,5,48,44,4,2
47,5,48,44,4,2
48,4,48,44,4,2
49,6,48,44,4,2
50,5,48,45,4,2
51,4,48,46,4,2
52,5,48,46,4,2
53,6,48,46,4,2
54,5,48,46,4,2
55,5,48,46,4,2
56,5,48,46,4,2
57,5,48,46,4,2
58,5,48,47,4,2
59,6,48,48,4,2
60,5,48,48,4,2
61,6,48,48,4,2
62,6,48,48,4,2
63,5,48,48,4,2
64,7,48,48,4,2
65,6,48,48,4,2
66,6,48,48,4,2
67,6,48,48,4,2
68,6,48,48,4,2
69,5,48,48,4,2
70,6,48,48,4,2
71,6,48,48,4,2
72,7,48,48,4,2
73,6,48,48,4,2
74,6,48,48,4,2
75,6,48,48,4,2
76,6,48,48,4,2
77,6,48,48,4,2
78,6,48,48,4,2
79,6,48,48,4,2
80,7,48,48,4,2
81,6,48,48,4,2
82,7,48,48,4,2
83,6,48,48,4,2
84,6,48,48,4,2
85,7,48,48,4,2
86,5,48,48,4,2
87,6,48,48,4,2
88,6,48,48,4,2
89,6,48,48,4,2
90,6,48,48,4,2
91,6,48,48,4,2
92,6,48,48,4,2
93,6,48,48,4,2
94,7,48,48,4,2
95,6,48,48,4,2
96,6,48,48,4,2
97,6,48,48,4,2
98,6,48,48,4,2
99,6,48,48,4,2
100,6,48,48,4,2
