epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,1,1,1,2,0
1,2,2,2,3,1
2,5,2,2,3,2
3,3,3,3,3,2
4,1,3,3,3,2
5,2,4,3,3,2
6,1,4,4,3,2
7,3,5,4,3,2
8,4,6,4,3,2
9,4,6,4,3,2
10,3,7,4,3,2
11,4,7,6,3,2
12,3,9,7,3,2
13,3,9,7,3,2
14,3,14,9,3,2
15,3,16,11,3,2
16,3,18,12,3,2
17,3,20,14,3,2
18,4,23,15,3,2
19,3,25,16,3,2
20,4,26,17,3,2
21,4,29,19,3,2
22,3,30,21,3,2
23,6,31,21,3,2
24,5,32,23,3,2
25,5,34,26,3,2
26,4,34,27,3,2
27,6,36,28,3,2
28,5,36,28,3,2
29,6,36,30,3,2
30,7,37,31,3,2
31,6,38,31,3,2
32,6,39,32,3,2
33,7,41,34,3,2
34,6,42,34,3,2
35,7,43,35,3,2
36,7,43,37,3,2
37,7,43,37,3,2
38,7,43,37,3,2
39,7,44,38,4,2
40,7,47,38,4,2
41,7,48,38,4,2
42,7,48,39,4,2
43,7,48,39,4,2
44,8,48,39,4,2
45,7,48,41,4,2
46,7,48,41,4,2
47,6,48,43,4,2
48,7,48,43,4,2
49,6,48,44,4,2
50,7,48,45,4,2
51,7,48,46,4,2
52,7,48,46,4,2
53,7,48,47,4,2
54,8,48,47,4,2
55,8,48,47,4,2
56,7,48,47,4,2
57,7,48,47,4,2
58,8,48,47,4,2
59,8,48,47,4,2
60,7,48,47,4,2
61,8,48,47,4,2
62,7,48,48,4,2
63,8,48,48,4,2
64,8,48,48,4,2
65,8,48,48,4,2
66,8,48,48,4,2
67,8,48,48,4,2
68,7,48,48,4,2
69,8,48,48,4,2
70,7,48,48,4,2
71,7,48,48,4,2
72,8,48,48,4,2
73,8,48,48,4,2
74,7,48,48,4,2
75,8,48,48,4,2
76,8,48,48,4,2
77,8,48,48,4,2
78,8,48,48,4,2
79,6,48,48,4,2
80,7,48,48,4,2
81,8,48,48,4,2
82,8,48,48,4,2
83,8,48,48,4,2
84,8,48,48,4,2
85,8,48,48,4,2
86,8,48,48,4,2
87,8,48,48,4,2
88,7,48,48,4,2
89,8,48,48,4,2
90,7,48,48,4,2
91,7,48,48,4,2
92,8,48,48,4,2
93,6,48,48,4,2
94,8,48,48,4,2
95,7,48,48,4,2
96,8,48,48,4,2
97,8,48,48,4,2
98,8,48,48,4,2
99,7,48,48,4,2
100,7,48,48,4,2
