epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,5,1,1,1,1
1,3,2,1,2,1
2,5,2,1,2,1
3,1,2,1,2,1
4,2,2,1,3,1
5,3,3,2,3,1
6,3,4,2,3,2
7,1,6,3,3,2
8,2,7,3,3,2
9,3,8,5,3,2
10,3,8,5,3,2
11,4,12,5,3,2
12,4,14,7,3,2
13,4,18,9,3,2
14,5,21,10,3,2
15,7,23,14,3,2
16,5,24,17,3,2
17,7,25,17,3,2
18,7,26,20,3,2
19,6,29,20,3,2
20,7,30,21,3,2
21,7,32,22,3,2
22,7,34,25,3,2
23,7,35,25,3,2
24,7,38,28,3,2
25,7,39,30,3,2
26,7,40,33,3,2
27,7,41,33,3,2
28,7,41,33,3,2
29,7,41,33,3,2
30,7,43,35,3,2
31,7,44,36,3,2
32,7,44,36,3,2
33,7,44,36,3,2
34,8,45,36,3,2
35,8,45,37,3,2
36,8,45,37,3,2
37,7,46,37,3,2
38,8,46,40,3,2
39,7,46,42,3,2
40,8,47,42,3,2
41,8,47,42,3,2
42,7,47,42,3,2
43,8,48,42,3,2
44,8,48,43,3,2
45,8,48,43,3,2
46,7,48,43,3,2
47,7,48,43,3,2
48,7,48,45,4,2
49,7,48,45,4,2
50,8,48,46,4,2
51,7,48,46,4,2
52,7,48,47,4,2
53,8,48,47,4,2
54,7,48,47,4,2
55,7,48,47,4,2
56,7,48,48,4,2
57,7,48,48,4,2
58,8,48,48,4,2
59,8,48,48,4,2
60,7,48,48,4,2
61,7,48,48,4,2
62,7,48,48,4,2
63,7,48,48,4,2
64,7,48,48,4,2
65,7,48,48,4,2
66,8,48,48,4,2
67,7,48,48,4,2
68,8,48,48,4,2
69,7,48,48,4,2
70,7,48,48,4,2
71,7,48,48,4,2
72,7,48,48,4,2
73,7,48,48,4,2
74,7,48,48,4,2
75,7,48,48,4,2
76,7,48,48,4,2
77,7,48,48,4,2
78,7,48,48,4,2
79,7,48,48,4,2
80,8,48,48,4,2
81,7,48,48,4,2
82,8,48,48,4,2
83,7,48,48,4,2
84,8,48,48,4,2
85,7,48,48,4,2
86,7,48,48,4,2
87,8,48,48,4,2
88,8,48,48,4,2
89,8,48,48,4,2
90,8,48,48,4,2
91,8,48,48,4,2
92,8,48,48,4,2
93,8,48,48,4,2
94,8,48,48,4,2
95,7,48,48,4,2
96,8,48,48,4,2
97,8,48,48,4,2
98,8,48,48,4,2
99,7,48,48,4,2
100,8,48,48,4,2
