epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,5,2,0,1,1
1,3,2,0,3,1
2,3,2,0,3,2
3,4,3,0,3,2
4,4,3,0,3,2
5,4,4,0,4,2
6,5,7,2,4,2
7,5,9,3,4,2
8,5,11,3,4,3
9,7,11,4,4,3
10,7,11,4,4,3
11,7,11,4,4,3
12,7,11,6,4,3
13,7,11,6,4,3
14,8,14,10,4,3
15,7,15,10,4,3
16,9,22,11,4,3
17,8,25,13,4,3
18,8,25,18,4,3
19,8,25,18,4,3
20,8,27,18,4,3
21,8,27,19,4,3
22,9,27,21,4,3
23,9,28,21,4,3
24,8,30,22,4,3
25,8,34,22,4,3
26,8,35,23,4,3
27,8,36,24,4,3
28,8,38,27,4,3
29,9,39,28,4,3
30,8,40,28,4,3
31,8,40,30,4,3
32,8,42,35,4,3
33,8,42,35,4,3
34,8,42,35,4,3
35,8,42,37,4,3
36,8,43,38,4,3
37,8,45,38,4,3
38,8,46,38,4,3
39,8,47,40,4,3
40,8,47,41,4,3
41,7,47,42,4,3
42,9,47,42,4,3
43,8,48,43,4,3
44,8,48,46,4,3
45,8,48,47,4,3
46,8,48,47,4,3
47,8,48,47,4,3
48,9,48,47,4,3
49,8,48,48,4,3
50,8,48,48,4,3
51,8,48,48,4,3
52,9,48,48,4,3
53,8,48,48,4,3
54,8,48,48,4,3
55,8,48,48,4,3
56,8,48,48,4,3
57,8,48,48,4,3
58,8,48,48,4,3
59,8,48,48,4,3
60,8,48,48,4,3
61,9,48,48,4,3
62,8,48,48,4,3
63,8,48,48,4,3
64,8,48,48,4,3
65,8,48,48,4,3
66,9,48,48,4,3
67,8,48,48,4,3
68,9,48,48,4,3
69,9,48,48,4,3
70,8,48,48,4,3
71,8,48,48,4,3
72,9,48,48,4,3
73,9,48,48,4,3
74,8,48,48,4,3
75,8,48,48,4,3
76,8,48,48,4,3
77,9,48,48,4,3
78,8,48,48,4,3
79,9,48,48,4,3
80,8,48,48,4,3
81,8,48,48,4,3
82,8,48,48,4,3
83,9,48,48,4,3
84,9,48,48,4,3
85,8,48,48,4,3
86,8,48,48,4,3
87,9,48,48,4,3
88,9,48,48,4,3
89,9,48,48,4,3
90,8,48,48,4,3
91,8,48,48,4,3
92,9,48,48,4,3
93,9,48,48,4,3
94,9,48,48,4,3
95,9,48,48,4,3
96,8,48,48,4,3
97,8,48,48,4,3
98,9,48,48,4,3
99,9,48,48,4,3
100,9,48,48,4,3
