epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,4,1,0,1,1
1,2,1,0,1,1
2,1,2,0,2,1
3,3,3,0,2,2
4,3,4,0,4,3
5,3,4,0,4,3
6,1,5,1,4,3
7,2,7,3,4,3
8,2,8,3,4,3
9,4,10,3,4,3
10,3,12,5,4,3
11,3,13,7,4,3
12,4,16,9,4,3
13,5,19,9,4,3
14,5,21,11,4,3
15,5,21,13,4,3
16,5,22,15,4,3
17,6,22,16,4,3
18,4,27,17,4,3
19,6,31,18,4,3
20,4,32,22,4,3
21,5,36,22,4,3
22,5,37,23,4,3
23,4,38,25,4,3
24,5,39,27,4,3
25,5,41,27,4,3
26,5,42,27,4,3
27,5,44,32,4,3
28,5,45,32,4,3
29,6,45,33,4,3
30,5,46,36,4,3
31,6,47,39,4,3
32,6,47,40,4,3
33,7,47,40,4,3
34,5,47,40,4,3
35,7,47,41,4,3
36,6,47,42,4,3
37,5,48,43,4,3
38,5,48,43,4,3
39,5,48,43,4,3
40,6,48,43,4,3
41,6,48,43,4,3
42,6,48,44,4,3
43,7,48,44,4,3
44,5,48,46,4,3
45,7,48,46,4,3
46,7,48,47,4,3
47,6,48,48,4,3
48,6,48,48,4,3
49,6,48,48,4,3
50,8,48,48,4,3
51,7,48,48,4,3
52,7,48,48,4,3
53,8,48,48,4,3
54,5,48,48,4,3
55,7,48,48,4,3
56,7,48,48,4,3
57,8,48,48,4,3
58,7,48,48,4,3
59,7,48,48,4,3
60,8,48,48,4,3
61,6,48,48,4,3
62,8,48,48,4,3
63,8,48,48,4,3
64,8,48,48,4,3
65,8,48,48,4,3
66,8,48,48,4,3
67,7,48,48,4,3
68,7,48,48,4,3
69,8,48,48,4,3
70,8,48,48,4,3
71,8,48,48,4,3
72,8,48,48,4,3
73,7,48,48,4,3
74,8,48,48,4,3
75,8,48,48,4,3
76,8,48,48,4,3
77,8,48,48,4,3
78,8,48,48,4,3
79,8,48,48,4,3
80,8,48,48,4,3
81,8,48,48,4,3
82,8,48,48,4,3
83,8,48,48,4,3
84,8,48,48,4,3
85,8,48,48,5,3
86,8,48,48,5,3
87,8,48,48,5,3
88,8,48,48,5,3
89,8,48,48,5,3
90,8,48,48,5,3
91,8,48,48,5,3
92,8,48,48,5,3
93,8,48,48,5,3
94,8,48,48,5,3
95,8,48,48,5,3
96,7,48,48,5,3
97,8,48,48,5,3
98,8,48,48,5,3
99,8,48,48,5,3
100,8,48,48,5,3
