epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,3,1,1,1,1
1,4,4,1,2,1
2,3,6,1,2,1
3,5,6,1,2,1
4,2,6,3,2,1
5,4,7,4,2,1
6,2,7,4,2,1
7,4,8,4,2,1
8,5,8,4,2,1
9,6,8,4,2,1
10,5,9,4,2,1
11,5,11,4,2,1
12,5,13,5,2,1
13,5,18,7,2,1
14,5,20,7,2,1
15,6,24,12,2,1
16,6,24,14,2,1
17,6,26,19,2,1
18,6,26,19,2,1
19,7,26,20,2,1
20,6,28,22,2,1
21,7,30,25,2,1
22,6,34,28,2,1
23,8,35,28,2,1
24,7,37,29,2,1
25,5,37,29,2,1
26,7,38,30,2,1
27,7,38,32,2,1
28,7,39,34,2,1
29,7,39,36,2,1
30,5,40,36,2,1
31,7,40,38,2,1
32,6,41,38,2,1
33,8,41,38,2,1
34,6,42,39,2,1
35,7,42,40,2,1
36,7,45,41,2,1
37,7,45,41,2,1
38,8,46,42,2,1
39,8,46,42,2,1
40,8,46,43,2,1
41,8,47,43,2,1
42,8,48,43,2,1
43,8,48,43,2,1
44,7,48,43,2,1
45,7,48,44,2,1
46,7,48,45,2,1
47,8,48,45,2,1
48,8,48,45,2,1
49,8,48,46,2,1
50,8,48,46,2,1
51,7,48,46,2,1
52,7,48,47,2,1
53,8,48,47,2,1
54,7,48,47,2,1
55,8,48,47,2,1
56,7,48,47,2,1
57,8,48,47,2,1
58,6,48,47,2,1
59,8,48,47,2,1
60,7,48,47,2,1
61,9,48,47,2,1
62,8,48,47,2,1
63,8,48,48,2,1
64,8,48,48,2,1
65,7,48,48,2,1
66,8,48,48,2,1
67,8,48,48,2,1
68,8,48,48,2,1
69,8,48,48,2,1
70,7,48,48,2,1
71,8,48,48,2,1
72,8,48,48,2,1
73,8,48,48,2,1
74,8,48,48,2,1
75,8,48,48,2,1
76,8,48,48,2,1
77,8,48,48,2,1
78,8,48,48,2,1
79,8,48,48,2,1
80,9,48,48,2,1
81,8,48,48,2,1
82,8,48,48,2,1
83,9,48,48,2,1
84,8,48,48,2,1
85,10,48,48,2,1
86,7,48,48,2,1
87,8,48,48,2,1
88,8,48,48,2,1
89,10,48,48,2,1
90,8,48,48,2,1
91,8,48,48,2,1
92,9,48,48,2,1
93,9,48,48,2,1
94,10,48,48,2,1
95,8,48,48,2,1
96,9,48,48,2,1
97,9,48,48,2,1
98,9,48,48,2,1
99,8,48,48,2,1
100,8,48,48,2,1
