epoch,trainLoss,trainAcc,secondOrderAcc,vocabSize50,vocabSize80
48,1.2171953916549683,0.7111111283302307,0.6685,10,7
49,1.2140114307403564,0.7733333110809326,0.62,14,7
50,1.2366907596588135,0.7777777910232544,0.586,14,9
51,1.1239584684371948,0.7599999904632568,0.717,13,10
52,1.2847131490707397,0.7866666913032532,0.5,13,10
53,1.1253962516784668,0.8266666531562805,0.518,15,11
54,1.1333074569702148,0.7866666913032532,0.583,15,7
55,1.0990574359893799,0.7599999904632568,0.6145,12,8
56,1.131009578704834,0.7288888692855835,0.565,11,9
57,1.0105903148651123,0.8266666531562805,0.621,14,12
58,1.0681875944137573,0.7688888907432556,0.5595,12,10
59,0.941070020198822,0.8711110949516296,0.6575,14,13
60,1.2323235273361206,0.6311110854148865,0.6275,11,6
61,0.9195983409881592,0.8533333539962769,0.6385,15,12
62,0.894345223903656,0.8133333325386047,0.644,14,9
63,0.9806681275367737,0.8577777743339539,0.577,14,13
64,0.9320501089096069,0.8311111330986023,0.6735,13,12
65,0.8633541464805603,0.8577777743339539,0.618,15,11
66,0.8351877927780151,0.8355555534362793,0.6435,15,10
67,0.9035238027572632,0.8444444537162781,0.678,15,11
68,0.9911904335021973,0.7733333110809326,0.6845,13,11
69,0.7873903512954712,0.902222216129303,0.6335,15,14
70,0.7813506126403809,0.8888888955116272,0.6245,15,13
71,0.7775660753250122,0.9111111164093018,0.6185,15,14
72,0.7346517443656921,0.9200000166893005,0.583,15,15
73,0.7125163674354553,0.9244444370269775,0.6115,15,15
74,0.6812579035758972,0.9111111164093018,0.6235,15,14
75,0.7660031914710999,0.9333333373069763,0.5575,15,15
76,0.7358436584472656,0.897777795791626,0.548,15,13
77,0.6901719570159912,0.9288889169692993,0.606,15,15
78,0.6449340581893921,0.897777795791626,0.6035,15,13
79,0.6596364974975586,0.9288889169692993,0.635,15,15
80,0.6771348118782043,0.9466666579246521,0.633,15,15
81,0.6204873323440552,0.9422222375869751,0.578,15,15
82,0.6125312447547913,0.9288889169692993,0.632,15,15
83,0.5975035429000854,0.9111111164093018,0.6255,15,14
84,0.6112268567085266,0.9155555367469788,0.592,15,15
85,0.6304673552513123,0.9244444370269775,0.6065,15,14
86,0.652448296546936,0.9377777576446533,0.5725,15,15
87,0.6246500015258789,0.9200000166893005,0.668,15,14
88,0.5841634273529053,0.9377777576446533,0.688,15,14
89,0.5727404952049255,0.9377777576446533,0.6185,15,15
90,0.6228265166282654,0.9066666960716248,0.621,15,15
91,0.6747035384178162,0.9288889169692993,0.6495,15,13
92,0.56305992603302,0.9555555582046509,0.593,15,15
93,0.5731503963470459,0.9511111378669739,0.563,15,15
94,0.5729584693908691,0.9288889169692993,0.596,15,15
95,0.5945168137550354,0.9555555582046509,0.544,15,15
96,0.5106974840164185,0.9466666579246521,0.6115,15,15
97,0.5481964349746704,0.9244444370269775,0.6195,15,14
98,0.5274616479873657,0.9555555582046509,0.586,15,15
99,0.6275399923324585,0.9377777576446533,0.531,15,15
100,0.5702405571937561,0.9688888788223267,0.5265,15,15
