epoch,trainLoss,trainAcc,secondOrderAcc,vocabSize50,vocabSize80
0,3.280890464782715,0.07555555552244186,0.4035,1,1
1,3.1895718574523926,0.08444444090127945,0.3535,0,0
2,3.147974967956543,0.07999999821186066,0.356,1,1
3,3.1077349185943604,0.13777777552604675,0.3305,1,0
4,3.073695182800293,0.10222221910953522,0.284,1,1
5,3.0503365993499756,0.07111111283302307,0.3025,1,0
6,3.001439094543457,0.08888889104127884,0.372,1,1
7,2.9749627113342285,0.06666667014360428,0.437,1,1
8,2.933917760848999,0.1111111119389534,0.402,2,1
9,2.9137184619903564,0.1111111119389534,0.3755,2,2
10,2.884298086166382,0.12888889014720917,0.3935,1,1
11,2.8777451515197754,0.1599999964237213,0.3515,2,0
12,2.83284854888916,0.06666667014360428,0.4485,1,1
13,2.7765142917633057,0.1599999964237213,0.43,2,2
14,2.7707760334014893,0.23111110925674438,0.343,3,1
15,2.687338352203369,0.20000000298023224,0.476,2,2
16,2.7229011058807373,0.08888889104127884,0.4475,1,1
17,2.609867572784424,0.2800000011920929,0.464,2,2
18,2.6152353286743164,0.2933333218097687,0.35,3,2
19,2.459773063659668,0.31111112236976624,0.4485,6,3
20,2.3825793266296387,0.36000001430511475,0.508,5,3
21,2.333603620529175,0.3466666638851166,0.541,5,2
22,2.288748025894165,0.3911111056804657,0.462,7,2
23,2.46647310256958,0.12888889014720917,0.5485,1,1
24,2.1777939796447754,0.4000000059604645,0.5915,7,2
25,2.251267433166504,0.40444445610046387,0.373,8,2
26,2.119612216949463,0.4577777683734894,0.459,8,3
27,2.013958692550659,0.4577777683734894,0.598,9,3
28,2.021960496902466,0.41777777671813965,0.547,7,3
29,2.0570626258850098,0.4444444477558136,0.42,8,4
30,1.7848984003067017,0.48444443941116333,0.602,8,4
31,1.9085813760757446,0.47555556893348694,0.471,7,5
32,1.8316766023635864,0.5022222399711609,0.4795,7,3
33,1.7223798036575317,0.5600000023841858,0.5535,10,5
34,1.753046989440918,0.4933333396911621,0.574,7,3
35,1.6191004514694214,0.5644444227218628,0.583,9,5
36,1.7009828090667725,0.5911111235618591,0.507,9,4
37,1.7103739976882935,0.4355555474758148,0.659,6,5
38,1.5565831661224365,0.5555555820465088,0.6,8,6
39,1.6713974475860596,0.6266666650772095,0.444,9,6
40,1.523491382598877,0.5955555438995361,0.5635,9,6
41,1.4760286808013916,0.6755555272102356,0.517,11,8
42,1.4703192710876465,0.653333306312561,0.6685,11,6
43,1.4292542934417725,0.6711111068725586,0.518,10,7
44,1.3524752855300903,0.6800000071525574,0.643,11,8
45,1.4063191413879395,0.6666666865348816,0.6295,11,7
46,1.291027307510376,0.6177777647972107,0.5765,11,6
47,1.2432948350906372,0.7822222113609314,0.578,13,9
