epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,134,1,0,1,0
1,129,1,0,2,0
2,129,2,1,2,1
3,71,2,1,2,1
4,72,2,1,2,1
5,87,3,1,2,1
6,111,5,2,2,1
7,85,7,3,2,1
8,118,8,4,3,1
9,170,11,5,3,1
10,195,12,5,3,1
11,194,16,6,3,1
12,190,17,8,3,1
13,207,18,9,3,1
14,211,20,10,3,1
15,203,23,12,4,1
16,248,24,14,4,1
17,258,25,16,4,1
18,254,27,20,4,1
19,254,29,23,4,1
20,254,30,23,4,1
21,264,31,24,4,1
22,264,31,24,4,1
23,264,31,25,4,1
24,290,33,27,4,1
25,281,33,28,4,1
26,269,33,30,4,1
27,274,35,30,4,1
28,242,35,31,4,1
29,285,35,33,4,1
30,290,36,33,4,1
31,296,36,33,4,1
32,292,36,35,5,1
33,304,36,35,5,1
34,316,36,35,5,1
35,308,36,35,5,1
36,338,36,35,5,1
37,314,36,35,5,1
38,302,36,36,5,1
39,347,36,36,5,1
40,311,36,36,5,1
41,341,36,36,5,1
42,328,36,36,5,1
43,321,36,36,6,1
44,339,36,36,6,1
45,344,36,36,7,1
46,330,36,36,7,1
47,326,36,36,7,1
48,301,36,36,7,1
49,342,36,36,7,1
50,309,36,36,7,1
51,337,36,36,7,1
52,332,36,36,7,1
53,338,36,36,7,1
54,333,36,36,7,1
55,345,36,36,8,1
56,365,36,36,8,1
57,333,36,36,8,1
58,350,36,36,8,1
59,319,36,36,9,1
60,350,36,36,9,1
61,352,36,36,9,1
62,349,36,36,9,1
63,343,36,36,9,1
64,342,36,36,9,1
65,338,36,36,9,1
66,374,36,36,9,1
67,357,36,36,9,1
68,319,36,36,9,1
69,341,36,36,9,1
70,326,36,36,9,1
