epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,204,1,0,1,1
1,145,1,0,2,1
2,158,2,0,3,1
3,112,3,1,3,2
4,127,3,1,3,2
5,125,4,2,3,2
6,123,4,2,3,2
7,133,5,2,3,2
8,164,7,3,3,2
9,146,10,5,4,2
10,207,13,5,4,2
11,202,15,7,4,2
12,232,17,8,4,2
13,222,20,9,4,2
14,245,24,12,4,2
15,268,28,14,4,2
16,235,30,18,4,2
17,234,30,19,4,2
18,250,30,20,4,2
19,269,30,20,4,2
20,287,30,21,4,2
21,274,30,22,4,2
22,308,30,23,4,2
23,286,30,23,4,2
24,293,31,25,4,2
25,298,31,25,4,2
26,294,32,26,4,2
27,300,32,27,4,2
28,304,32,28,4,2
29,294,32,28,4,2
30,323,32,30,4,2
31,306,32,31,4,2
32,280,33,31,4,2
33,308,34,32,4,2
34,290,35,32,4,2
35,311,35,32,4,2
36,305,35,32,4,2
37,288,36,32,4,2
38,325,36,33,4,2
39,314,36,33,4,2
40,296,36,34,4,2
41,302,36,35,4,2
42,323,36,35,4,2
43,327,36,35,4,2
44,301,36,35,4,2
45,315,36,35,5,2
46,338,36,35,5,2
47,328,36,35,5,2
48,358,36,35,5,2
49,337,36,35,5,2
50,322,36,36,5,2
51,318,36,36,5,2
52,329,36,36,6,2
53,329,36,36,6,2
54,313,36,36,6,2
55,332,36,36,6,2
56,317,36,36,6,2
57,327,36,36,6,2
58,341,36,36,6,2
59,350,36,36,6,2
60,342,36,36,6,2
61,340,36,36,6,2
62,366,36,36,6,2
63,360,36,36,6,2
64,367,36,36,6,2
65,343,36,36,6,2
66,342,36,36,6,2
67,372,36,36,6,2
68,336,36,36,6,2
69,380,36,36,6,2
70,356,36,36,6,2
