epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,163,0,0,1,0
1,120,1,0,2,1
2,100,2,1,2,1
3,67,4,1,3,1
4,115,5,1,3,1
5,54,6,2,3,1
6,56,7,3,3,1
7,53,8,3,4,1
8,41,9,3,4,1
9,41,10,4,4,1
10,82,11,4,4,1
11,77,12,4,4,1
12,69,12,4,4,1
13,75,13,4,5,1
14,107,13,5,6,1
15,158,14,6,6,1
16,174,15,6,6,1
17,147,16,6,6,1
18,132,17,8,6,1
19,170,19,9,6,1
20,174,21,10,6,1
21,206,21,10,6,1
22,210,23,11,6,1
23,193,25,12,6,1
24,188,25,12,6,1
25,241,26,13,6,1
26,229,28,13,6,1
27,231,29,15,6,1
28,240,29,15,6,1
29,245,29,17,6,1
30,275,30,18,6,1
31,282,30,19,6,1
32,281,30,22,6,1
33,237,32,24,6,1
34,219,32,24,6,1
35,262,32,24,6,1
36,262,32,25,6,1
37,297,33,25,6,1
38,315,34,25,6,1
39,301,34,25,6,1
40,323,34,27,6,1
41,282,34,27,6,1
42,298,34,27,7,1
43,293,35,27,7,1
44,308,35,27,7,1
45,299,35,28,7,1
46,326,35,28,7,1
47,309,35,29,7,1
48,322,35,30,7,1
49,327,35,32,7,1
50,333,35,32,7,1
51,312,35,32,7,1
52,317,35,32,7,1
53,348,35,33,7,1
54,306,35,33,7,1
55,292,35,33,7,1
56,288,36,33,7,1
57,333,36,33,7,1
58,328,36,33,7,1
59,351,36,33,7,1
60,339,36,33,7,1
61,350,36,33,7,1
62,328,36,34,7,1
63,353,36,34,7,1
64,346,36,34,7,1
65,357,36,35,7,1
66,340,36,35,7,1
67,336,36,35,7,1
68,317,36,35,7,1
69,359,36,35,7,1
70,362,36,35,7,1
