epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,214,1,1,1,1
1,161,2,2,2,1
2,135,2,2,2,2
3,191,2,2,2,2
4,175,2,2,2,2
5,156,5,2,2,2
6,189,6,4,2,2
7,224,7,4,3,2
8,197,7,5,3,2
9,250,9,6,3,2
10,219,11,7,3,2
11,230,12,9,3,2
12,239,14,10,3,2
13,279,16,10,4,2
14,253,19,12,4,2
15,243,22,15,4,2
16,246,23,16,4,2
17,249,26,17,4,2
18,263,26,21,4,2
19,250,26,23,5,2
20,262,27,23,5,2
21,266,28,23,5,2
22,257,28,24,5,2
23,288,30,25,5,2
24,293,33,26,5,2
25,290,35,28,5,2
26,282,35,28,5,2
27,291,35,28,5,2
28,297,35,28,5,2
29,298,35,28,5,2
30,297,35,30,6,2
31,311,36,30,6,2
32,296,36,30,6,2
33,293,36,30,6,2
34,314,36,31,6,2
35,332,36,32,6,2
36,317,36,32,6,2
37,306,36,33,6,2
38,307,36,33,6,2
39,305,36,34,6,2
40,328,36,34,6,2
41,329,36,34,6,2
42,316,36,34,6,2
43,331,36,34,6,3
44,317,36,34,6,3
45,314,36,35,6,3
46,309,36,35,6,3
47,313,36,35,6,3
48,319,36,35,6,3
49,331,36,35,6,3
50,343,36,35,6,3
51,317,36,35,6,3
52,311,36,35,6,3
53,330,36,35,6,3
54,331,36,35,6,3
55,313,36,35,6,3
56,307,36,35,6,3
57,327,36,35,6,3
58,339,36,35,6,3
59,327,36,36,6,3
60,326,36,36,6,3
61,339,36,36,6,3
62,344,36,36,6,3
63,335,36,36,6,3
64,343,36,36,6,3
65,337,36,36,6,3
66,346,36,36,6,3
67,349,36,36,6,3
68,322,36,36,6,3
69,340,36,36,6,3
70,333,36,36,6,3
