epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,167,0,0,0,0
1,103,1,0,0,0
2,114,2,0,1,1
3,131,3,1,1,1
4,104,3,1,2,1
5,177,4,1,2,1
6,216,4,2,2,1
7,173,7,3,2,1
8,178,9,4,3,1
9,231,11,4,3,1
10,189,12,6,3,1
11,200,12,6,3,1
12,214,14,6,3,1
13,210,14,6,3,1
14,214,16,9,3,1
15,256,16,11,4,1
16,220,16,11,4,1
17,231,17,12,4,1
18,276,18,13,4,1
19,260,20,14,4,1
20,253,24,17,4,1
21,290,26,17,4,1
22,294,26,19,4,1
23,286,27,20,4,1
24,286,27,20,4,1
25,284,30,22,4,1
26,296,30,23,4,1
27,276,32,25,4,1
28,305,33,26,4,1
29,309,34,27,4,1
30,285,34,27,4,1
31,305,34,29,4,1
32,309,35,29,5,1
33,302,35,30,5,1
34,316,35,30,5,1
35,308,35,31,5,1
36,313,35,31,5,1
37,301,35,32,5,1
38,320,35,32,5,1
39,323,35,32,5,1
40,322,35,32,5,1
41,326,35,32,5,1
42,327,35,32,5,1
43,310,35,32,5,1
44,325,35,32,5,1
45,337,35,32,5,1
46,324,36,32,5,1
47,330,36,32,5,1
48,317,36,33,5,1
49,338,36,33,5,1
50,319,36,34,5,1
51,321,36,34,5,1
52,325,36,34,5,1
53,314,36,34,5,1
54,336,36,34,5,1
55,360,36,35,5,1
56,346,36,35,5,1
57,369,36,35,5,1
58,338,36,35,5,1
59,348,36,35,5,1
60,305,36,35,5,1
61,338,36,35,5,1
62,348,36,35,5,1
63,374,36,35,5,1
64,347,36,35,5,1
65,355,36,35,5,1
66,334,36,35,5,1
67,348,36,35,5,1
68,323,36,35,6,1
69,349,36,36,6,1
70,336,36,36,6,1
