epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,120,1,1,1,0
1,83,1,1,2,0
2,90,1,1,2,0
3,103,2,2,2,0
4,49,3,3,2,0
5,58,3,3,2,0
6,42,6,3,2,0
7,40,6,3,2,0
8,48,6,3,2,0
9,50,7,3,2,0
10,64,9,3,2,0
11,62,9,4,2,0
12,103,13,6,2,0
13,85,13,6,2,0
14,121,15,6,2,0
15,90,16,7,2,0
16,146,16,8,2,0
17,163,16,9,2,0
18,144,16,9,2,0
19,141,16,9,2,0
20,146,17,9,2,0
21,184,18,11,2,0
22,177,19,11,2,0
23,196,21,11,2,0
24,205,22,12,2,0
25,193,25,12,2,0
26,171,29,12,2,0
27,187,29,14,2,0
28,203,29,15,2,0
29,227,29,17,2,0
30,232,30,17,2,0
31,197,30,19,2,0
32,224,32,20,2,0
33,217,32,20,2,0
34,240,32,22,2,0
35,214,33,22,2,0
36,264,34,23,2,0
37,266,35,24,2,0
38,264,35,25,2,0
39,257,35,26,2,0
40,248,35,26,2,0
41,267,35,26,2,0
42,235,35,26,2,0
43,271,35,26,2,0
44,280,35,27,2,0
45,287,36,27,2,0
46,267,36,28,2,0
47,275,36,30,3,0
48,304,36,30,3,0
49,281,36,31,3,0
50,283,36,31,3,0
51,299,36,32,3,0
52,280,36,32,3,0
53,300,36,33,3,0
54,251,36,33,3,0
55,309,36,34,3,0
56,276,36,34,3,0
57,311,36,34,3,0
58,288,36,34,3,0
59,306,36,34,3,0
60,274,36,34,3,0
61,290,36,34,3,0
62,314,36,34,3,0
63,308,36,34,3,0
64,298,36,35,3,0
65,318,36,35,3,0
66,306,36,35,3,0
67,287,36,35,3,0
68,296,36,35,3,0
69,311,36,35,3,0
70,293,36,35,3,0
