epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,108,1,0,1,1
1,106,1,0,1,1
2,119,2,1,2,1
3,108,2,1,2,1
4,110,2,1,2,2
5,122,3,1,2,2
6,104,3,1,2,2
7,211,4,1,3,2
8,141,4,1,3,2
9,157,4,1,3,2
10,128,4,1,3,2
11,178,5,1,3,2
12,187,8,1,3,2
13,203,8,4,3,2
14,208,8,4,3,2
15,229,8,4,3,2
16,232,9,4,3,2
17,243,12,4,3,2
18,226,13,4,3,2
19,272,15,5,3,2
20,247,16,5,3,2
21,275,19,7,3,2
22,253,21,8,3,2
23,273,21,10,3,2
24,248,23,10,3,2
25,293,25,13,3,2
26,233,28,14,3,2
27,251,29,15,3,2
28,313,30,15,3,2
29,262,31,18,4,2
30,245,32,19,5,2
31,246,32,22,5,2
32,272,32,24,5,2
33,258,32,24,5,2
34,278,32,25,5,2
35,299,33,26,5,2
36,313,34,27,5,2
37,291,34,28,5,2
38,275,34,29,5,2
39,324,35,30,5,2
40,271,35,30,5,2
41,312,35,30,5,2
42,299,35,30,5,2
43,293,35,30,5,2
44,283,35,30,5,2
45,311,35,30,5,2
46,256,35,30,5,2
47,300,35,30,5,2
48,338,35,30,5,2
49,284,35,30,5,2
50,321,35,31,5,2
51,311,35,32,5,2
52,294,35,32,5,2
53,286,36,32,5,2
54,313,36,32,5,2
55,283,36,32,5,2
56,318,36,33,5,2
57,335,36,34,5,2
58,286,36,35,5,2
59,315,36,35,5,2
60,303,36,35,5,2
61,332,36,35,5,2
62,274,36,35,5,2
63,336,36,36,5,2
64,314,36,36,5,2
65,315,36,36,5,2
66,324,36,36,5,2
67,323,36,36,5,2
68,316,36,36,6,2
69,309,36,36,6,2
70,351,36,36,6,2
