epoch,o2_correct,vocabSize50_s,vocabSize80_s,vocabSize50_t,vocabSize80_t
0,189,1,1,1,1
1,108,1,1,2,1
2,138,2,1,2,1
3,98,2,1,3,1
4,124,3,1,3,2
5,116,4,2,3,2
6,106,5,3,3,2
7,91,5,3,3,2
8,99,5,3,4,3
9,138,6,3,4,3
10,82,7,3,4,3
11,107,9,3,4,3
12,74,10,4,4,3
13,139,10,5,4,3
14,153,12,5,4,3
15,149,14,7,4,3
16,152,15,9,4,3
17,158,16,9,4,3
18,168,17,9,4,3
19,168,20,9,4,3
20,171,23,9,4,3
21,191,24,11,4,3
22,196,25,11,4,3
23,201,26,12,4,3
24,200,27,16,4,3
25,213,29,19,4,3
26,201,29,19,4,3
27,222,29,20,4,3
28,249,29,20,4,3
29,253,29,22,4,3
30,242,29,22,5,3
31,245,29,22,5,3
32,250,30,22,5,3
33,246,32,22,5,3
34,248,33,26,5,3
35,280,35,26,5,3
36,273,35,26,5,3
37,283,36,29,5,3
38,266,36,29,5,3
39,258,36,31,5,3
40,276,36,31,5,3
41,294,36,31,5,3
42,297,36,31,5,3
43,277,36,32,5,3
44,283,36,34,5,3
45,284,36,34,5,3
46,258,36,36,5,3
47,269,36,36,5,3
48,304,36,36,5,3
49,272,36,36,5,3
50,293,36,36,5,3
51,275,36,36,5,3
52,322,36,36,5,3
53,296,36,36,5,3
54,303,36,36,6,3
55,284,36,36,6,3
56,307,36,36,6,3
57,292,36,36,6,3
58,296,36,36,6,3
59,311,36,36,6,3
60,299,36,36,6,3
61,321,36,36,6,3
62,316,36,36,6,3
63,320,36,36,6,3
64,320,36,36,6,3
65,312,36,36,6,3
66,309,36,36,6,3
67,319,36,36,6,3
68,307,36,36,6,3
69,321,36,36,6,3
70,301,36,36,6,3
