,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0.600000017881,0.580000007153,0.584000009298,0.446666675806,0.45142857211,0.49,0.497777782347,0.480000004053,0.53454544956,0.566666670243,0.556923076923,0.505714284692,0.602666668256,0.6725,0.508235297273,0.593333332936,0.618947367166,0.666
2,0.733333343267,0.879999995232,0.8,0.786666667461,0.828571429082,0.925,0.95555555582,0.915999998569,0.890909088742,0.870000000795,0.966153846154,0.942857142857,0.952,0.935,0.94117647171,0.953333330949,0.898947365535,0.984
3,0.920000004768,0.839999985695,0.912000000477,0.99333332777,1.0,0.995,0.982222222222,0.983999998093,0.989090909091,0.996666668256,1.0,1.0,1.0,1.0,1.0,0.993333333598,1.0,0.998
4,0.973333334923,0.960000002384,0.984000003338,1.0,0.988571428571,1.0,0.99555555582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,1.0,1.0,1.0,1.0,0.994285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,0.99333332777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
