epoch,trainLoss,trainAcc,o2_correct,vocabSize50,vocabSize80
0,4.220365784962972,0.03333333333333333,3,1,1
1,3.900484142303467,0.03333333333333333,2,2,2
2,3.8507322629292804,0.016666666666666666,3,2,2
3,3.806712481180827,0.03333333333333333,2,3,2
4,3.7594564882914225,0.02666666666666667,1,3,2
5,3.716869633992513,0.06666666676600774,3,5,2
6,3.6714559491475423,0.07333333333333333,2,6,3
7,3.6305220158894858,0.04666666666666667,2,6,3
8,3.5868599700927732,0.04666666726271312,2,7,4
9,3.5586321481068928,0.06,2,7,4
10,3.521514663696289,0.10000000099341075,2,7,5
11,3.4607066186269124,0.07000000099341075,1,8,5
12,3.4012953249613442,0.13333333134651185,2,8,5
13,3.341405363082886,0.17333333571751913,2,10,6
14,3.2948100821177166,0.22333333333333333,3,10,6
15,3.241172208786011,0.21333333253860473,2,11,7
16,3.1616137790679932,0.2199999992052714,2,11,8
17,3.0983948453267414,0.2500000015894572,2,14,9
18,3.0433717346191407,0.2999999988079071,2,16,9
19,2.9212320454915366,0.19,2,16,9
20,2.8736150709788006,0.3199999988079071,3,17,10
21,2.7741545486450194,0.39666667064030964,2,18,11
22,2.7972867425282795,0.35666666825612386,3,18,12
23,2.693525629043579,0.35333333651224774,2,19,13
24,2.600846703847249,0.4499999968210856,2,21,15
25,2.376743632952372,0.5400000007947287,4,23,15
26,2.2545247332255047,0.503333330154419,4,23,16
27,2.351254097620646,0.45666666905085246,3,23,16
28,2.253729840914408,0.5299999960263571,3,24,18
29,2.1740269311269125,0.5366666642824809,3,25,18
30,2.209645694096883,0.5900000007947286,4,26,19
31,1.9778172000249228,0.6466666626930236,5,26,20
32,1.9679070281982423,0.6466666690508525,5,26,21
33,1.9275387732187907,0.6233333333333333,4,26,22
34,1.884528824488322,0.629999996026357,4,26,22
35,1.792692953745524,0.6766666650772095,3,26,22
36,1.745901517868042,0.6866666690508525,4,27,24
37,1.7213313341140748,0.6366666658719381,5,27,24
38,1.6503510665893555,0.7366666626930237,5,27,24
39,1.547658764521281,0.7699999968210857,4,27,25
40,1.4795981645584106,0.7599999984105428,4,27,26
41,1.4093418184916178,0.7233333293596903,5,28,26
42,1.5037716054916381,0.7300000023841858,4,28,26
43,1.2598624205589295,0.7699999976158142,5,28,26
44,1.2369601074854533,0.826666665871938,4,29,26
45,1.2275868185361227,0.7566666698455811,5,29,26
46,1.268963352839152,0.8566666706403097,4,29,26
47,1.291753941377004,0.7733333341280619,5,29,26
48,1.1428534857432047,0.839999996026357,5,29,27
49,1.208958531220754,0.793333334128062,4,29,27
50,1.1743037668863932,0.8366666674613953,4,29,29
51,1.0183466815948485,0.8533333341280619,4,29,29
52,1.1004355843861897,0.8499999992052714,4,29,29
53,0.9250512218475342,0.870000003973643,4,29,29
54,1.1613855044047037,0.820000003973643,4,29,29
55,1.015893779595693,0.8933333309491476,4,30,29
56,0.8798698131243388,0.8566666666666667,5,30,29
57,0.983904603322347,0.8800000007947286,4,30,29
58,1.00492684841156,0.8599999976158142,4,30,29
59,0.8081920305887859,0.9033333373069763,4,30,29
60,0.7358765578269959,0.9166666674613952,4,30,29
61,0.8557014036178588,0.9199999976158142,5,30,29
62,0.8697866479555766,0.923333334128062,4,30,29
63,0.8298878280321756,0.8966666674613952,4,30,29
64,0.8363915904362996,0.9166666674613952,5,30,30
65,0.7739686878522237,0.9200000031789144,5,30,30
66,0.7445901981989542,0.9266666674613953,4,30,30
67,0.7014654318491618,0.9000000031789144,5,30,30
68,0.8149990272521973,0.9166666642824809,4,30,30
69,0.6971024203300477,0.9433333333333334,4,30,30
70,0.7675560196240743,0.9133333373069763,5,30,30
71,0.6724780130386353,0.9533333309491475,4,30,30
72,0.7026410818099975,0.880000003973643,5,30,30
73,0.7504605436325074,0.9566666674613953,4,30,30
74,0.7109061352411906,0.9233333309491475,4,30,30
75,0.6029357202847798,0.9366666674613953,5,30,30
76,0.6362515330314636,0.9466666642824809,5,30,30
77,0.5891442608833313,0.9599999976158142,5,30,30
78,0.6381886529922486,0.9633333365122477,5,30,30
79,0.578645741144816,0.933333334128062,5,30,30
80,0.579467732111613,0.9633333365122477,4,30,30
81,0.6230510266621908,0.9700000031789144,4,30,30
82,0.5665411472320556,0.9599999976158142,5,30,30
83,0.5548458695411682,0.9266666674613953,5,30,30
84,0.5113338152567546,0.9633333341280619,5,30,30
85,0.6271295595169067,0.9366666674613953,4,30,30
86,0.5482672882080079,0.9566666674613953,4,30,30
87,0.5371402835845948,0.9599999976158142,5,30,30
88,0.5821792856852214,0.9699999976158142,4,30,30
89,0.5535436352094014,0.9600000031789144,5,30,30
90,0.5242502045631409,0.9766666674613953,5,30,30
91,0.5106025489171346,0.9733333365122477,5,30,30
92,0.4799796652793884,0.9633333365122477,5,30,30
93,0.5231650114059448,0.986666669845581,4,30,30
94,0.5477723534901937,0.9733333309491475,4,30,30
95,0.5603228354454041,0.9633333365122477,4,30,30
96,0.5209224247932434,0.966666669845581,4,30,30
97,0.5084539278348287,0.9799999976158142,4,30,30
98,0.5173374223709106,0.9733333365122477,4,30,30
99,0.4296669590473175,0.99,5,30,30
100,0.44843957185745237,0.9733333341280619,5,30,30
