,50,100,150,200,250
1,0.22000000238418579,0.13,0.18000000119209289,0.074999999999999997,0.09200000029802323
2,0.48000000238418578,0.5,0.54666666269302366,0.55500000000000005,0.58000000238418581
3,0.71999999523162839,0.83999999999999997,0.93999999761581421,0.93999999999999995,0.967999997138977
4,0.91999999046325687,0.98999999999999999,0.97999999999999998,0.995,0.996
5,0.97999999999999998,1.0,0.99333333333333329,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,1.0
