,5,10,15,20,25,30,35,40,45,50
1,0.0,0.3,0.13333333333333333,0.35,0.28,0.2,0.22857142857142856,0.45,0.28888888888888886,0.4
2,0.2,0.3,0.5333333333333333,0.45,0.4,0.4,0.2857142857142857,0.575,0.4444444444444444,0.56
3,0.4,0.3,0.5333333333333333,0.7,0.44,0.5666666666666667,0.4857142857142857,0.775,0.6888888888888889,0.72
4,0.6,0.6,0.6666666666666666,0.85,0.6,0.6666666666666666,0.8,0.975,0.8888888888888888,0.88
5,0.2,0.4,0.7333333333333333,0.65,0.76,0.8666666666666667,0.9428571428571428,0.95,0.8444444444444444,0.98
6,0.2,0.9,0.7333333333333333,0.75,0.96,0.8,0.9428571428571428,1.0,0.9777777777777777,1.0
7,0.2,0.8,0.8666666666666667,0.85,1.0,0.9666666666666667,0.9714285714285714,1.0,1.0,1.0
8,0.4,0.8,1.0,0.8,0.96,0.9666666666666667,1.0,1.0,1.0,1.0
9,0.2,0.7,0.8666666666666667,0.95,0.96,1.0,1.0,1.0,1.0,1.0
10,0.8,0.8,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,0.6,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,0.6,0.9,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,0.2,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
