,50,100,150,200,250
1,0.36,0.36,0.3,0.315,0.336
2,0.36,0.65,0.8466666666666667,0.89,0.908
3,0.72,0.92,0.9866666666666667,0.99,1.0
4,0.78,0.99,0.9933333333333333,1.0,1.0
5,0.9,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,1.0
